created_at,full_text,id_str,lang,sentiment_result,sentiment,score
2025-06-23 03:37:54+00:00,@AnalisaCrypto Bang hari ini bbri 3730 beli apa nunggu turun lagi?,1936992083681931341,in,"{'label': 'neutral', 'score': 0.9122220873832703}",neutral,0.9122220873832703
2025-06-23 02:27:27+00:00,@Alifya66072099 @TxtdariHI hehe bagaimana bbri hr ini ,1936974353574617487,in,"{'label': 'negative', 'score': 0.507469117641449}",negative,0.507469117641449
2025-06-23 02:27:08+00:00,Bbri lagi terjun bebas nihh?,1936974273455018136,in,"{'label': 'negative', 'score': 0.9678229093551636}",negative,0.9678229093551636
2025-06-23 01:32:24+00:00,amaya papaya austin boston jeremiah on fire #LoveIslandUSA,1936960498357969398,in,"{'label': 'neutral', 'score': 0.9734407067298889}",neutral,0.9734407067298889
2025-06-23 01:02:33+00:00,BERITA POPULER: Rekomendasi Saham BBRI Terbaru hingga Update Harga Emas Antam (ANTM) https://t.co/RuV89CGZh1 via @InvestorID,1936952987156664541,in,"{'label': 'neutral', 'score': 0.9976128339767456}",neutral,0.9976128339767456
2025-06-22 23:50:27+00:00,IHSG TECHNICAL VIEW (23/06) IHSG kemarin ditutup turun 0.88% disertai dengan net sell asing ~2.74 Tr. Saham yang paling banyak dijual asing adalah BBCA BMRI BBRI BRMS dan BBNI.,1936934844048785858,in,"{'label': 'neutral', 'score': 0.990635335445404}",neutral,0.990635335445404
2025-06-22 22:53:27+00:00,IHSG Bisa Jeblok Awasi BBRI INDF hingga MEDC https://t.co/p7zhi2BWWf lewat @beritasatu,1936920496937025747,in,"{'label': 'neutral', 'score': 0.9975882768630981}",neutral,0.9975882768630981
2025-06-22 19:57:56+00:00,BREAKING NEWS! AS serang 3 FASILITAS NUKLIR IRAN &amp; Iran Blokir Selat Hormuz. #CTASaham #saham #IDX #IHSG #BBRI #ANTM #GOTO #PTRO #ENRG #ARCI #ESSA #War #perang #Trump #gold #oil #bitcoin #eth #Iran #Israel #SahamIPO #AstrocycleCTASaham #algoritmactasaham #elliottwavectasaham https://t.co/fy0oISFV2H,1936876328466497837,in,"{'label': 'negative', 'score': 0.9073567986488342}",negative,0.9073567986488342
2025-06-22 14:05:44+00:00,@manggitgaris Diam diam bergerak naik top 3 broksum big accum bahkan dalam 2 bulan kebelakang ngweri mending ini e dari pada BMRI BBRI BBNI BBCA,1936787691737354499,in,"{'label': 'negative', 'score': 0.9563302993774414}",negative,0.9563302993774414
2025-06-22 13:41:55+00:00,Masih ngelirik BMRI BBRI BBNI sekarang? Apa tidak mending BTPS saja? https://t.co/HSyC9KvBKD,1936781699331063953,in,"{'label': 'negative', 'score': 0.9954842329025269}",negative,0.9954842329025269
2025-06-22 10:59:11+00:00,Sobat BRI Jangan cuma jadi penonton story orang lain aja Hadir dan nonton langsung Prambanan Jazz Festival 2025 Book tiketnya sekarang &amp; dapetin diskon 20% pakai BRIVA Debit BRI atau Kartu Kredit BRI Info selengkapnya cek di https://t.co/Oq6lhGjRvI #PrambananJazz2025 https://t.co/Ccp6NQ1aNL,1936740748092903885,in,"{'label': 'neutral', 'score': 0.9944272041320801}",neutral,0.9944272041320801
2025-06-22 10:47:33+00:00,Sobat BRI Tabung dana pensiunmu lewat BRIFINE by DPLK BRI di BRImo dan dapatkan bonus saldo sebesar Rp100.021 - dalam rangka HUT DPLK BRI yang ke-21 Jangan lewatkan karena program berlangsung sampai 30 Juni 2025. Info lebih lanjut di https://t.co/zEKfpisdej. #BRImo https://t.co/OvQCJHIw8M,1936737820661645646,in,"{'label': 'neutral', 'score': 0.9946014881134033}",neutral,0.9946014881134033
2025-06-22 10:30:05+00:00,IHSG Bisa Jeblok Awasi BBRI INDF hingga MEDC #infosaham #saham #investasi https://t.co/UVVP2Dybby,1936733422040567992,in,"{'label': 'neutral', 'score': 0.9937857389450073}",neutral,0.9937857389450073
2025-06-22 09:00:18+00:00,@sutilcini Hai Sobat BRI bisa ya. Sobat BRI bisa menikmati promo liburan &amp; back to school jika sudah memiliki rekening BRI. Terima kasih atas antusiasme terhadap promo BRI. Informasi selengkapnya terkait promo yang berlangsung silakan mengakses website https://t.co/kZ7Pze7Fd2 pada browser,1936710829962838278,in,"{'label': 'neutral', 'score': 0.9900327920913696}",neutral,0.9900327920913696
2025-06-22 08:03:08+00:00,Ketika foreign udah mulai terlihat muncul roket iran israel ya ampun kapan beresnya ini mau jual bbri buat beli mesin karpet ,1936696443609420193,in,"{'label': 'negative', 'score': 0.9982588887214661}",negative,0.9982588887214661
2025-06-22 06:20:56+00:00, Dampak Perang AS-Iran ke IHSG: Saham CUAN: Migas (MEDC ESSA) Batubara (ADRO) Saham JEBLOK: Bank (BBCA BBRI) Properti (WIKA) IHSG Waspada Support 6.820! https://t.co/aHUZ1G0v5t #Saham #Investasi #IHSG #Geopolitik #TradingStrategy,1936670721503367389,in,"{'label': 'neutral', 'score': 0.9933018684387207}",neutral,0.9933018684387207
2025-06-22 04:51:21+00:00,@cukdehbrother @TxtdariHI Siyal mana kmren nyerok bbri,1936648179417850156,in,"{'label': 'negative', 'score': 0.9929351210594177}",negative,0.9929351210594177
2025-06-22 04:31:31+00:00,BBRI ke wave 5 pake sentimen war kayanya. Sad bener. ,1936643187839496336,in,"{'label': 'neutral', 'score': 0.9496033787727356}",neutral,0.9496033787727356
2025-06-22 04:26:54+00:00,@saptaipb Ada ya orng pegang bbri,1936642023601369539,in,"{'label': 'neutral', 'score': 0.9985255599021912}",neutral,0.9985255599021912
2025-06-22 04:12:17+00:00,@kevinsetya2457 @saptaipb Ga usa sama BBRI. CDIA vs judi togel aja bisa cuanan judi togel dalam time horizon jangka pendek apalagi kalau lucknya gede. Lu judi atau investasi? Itu big question,1936638347197448347,in,"{'label': 'negative', 'score': 0.9823180437088013}",negative,0.9823180437088013
2025-06-22 02:26:15+00:00,Akan ada potensi bullish untuk big banks stocks seperti $JPM $BAC $GS $MS $BBRI $BBCA dan juga $BTC,1936611663983382805,in,"{'label': 'neutral', 'score': 0.9953857064247131}",neutral,0.9953857064247131
2025-06-22 01:21:34+00:00,Beli BBRI saat Harga Turun tapi Waspada jika ke Level Ini https://t.co/dezwPNlNv2 via @InvestorID,1936595385885340023,in,"{'label': 'neutral', 'score': 0.9963143467903137}",neutral,0.9963143467903137
2025-06-22 00:13:48+00:00,BBCA BBRI BMRI BRIS Mana yang Mesti Dipilih? https://t.co/f9XXlEnmKn via @InvestorID,1936578328330486187,in,"{'label': 'neutral', 'score': 0.9972572922706604}",neutral,0.9972572922706604
2025-06-21 23:46:28+00:00,Ada2 aja dah BBRI vs CDIA Joget dulu bang ,1936571452758843802,in,"{'label': 'neutral', 'score': 0.8235802054405212}",neutral,0.8235802054405212
2025-06-21 23:16:08+00:00,Saham BBRI BMRI Dividennya Minimal Segini https://t.co/Dau9PPUN8O,1936563816751562906,in,"{'label': 'neutral', 'score': 0.9977598190307617}",neutral,0.9977598190307617
2025-06-21 16:36:28+00:00,Masalah TLKM aja ga selesai selesai eh muncul lagi J.P. Morgan ngelepas in BBCA BBRI hahahahaha penasaran sehancur apa market hari senin hahahaha,1936463238256111817,in,"{'label': 'negative', 'score': 0.9990586638450623}",negative,0.9990586638450623
2025-06-21 16:01:44+00:00,awal muncul P2P dan gencar promoin di net tv dulu aja gw uda sus mending go big or go home btc cari aman ya bbca or bbri,1936454499465642087,in,"{'label': 'negative', 'score': 0.9357033967971802}",negative,0.9357033967971802
2025-06-21 14:30:45+00:00,@saptaipb Bljr main saham dlu bro lu pegang bbri gw pegang cdia 1 taun cuan mana,1936431600692351142,in,"{'label': 'neutral', 'score': 0.9557106494903564}",neutral,0.9557106494903564
2025-06-21 13:21:58+00:00,@sukakymmoy BBRI aja ,1936414289537220766,in,"{'label': 'neutral', 'score': 0.9764926433563232}",neutral,0.9764926433563232
2025-06-21 08:18:05+00:00,Saham BBRI BMRI Dividennya Minimal Segini https://t.co/RrIEMbBDnT,1936337818210464072,in,"{'label': 'neutral', 'score': 0.9981809854507446}",neutral,0.9981809854507446
2025-06-21 06:07:23+00:00,Sobat BRI Jangan sampai ketinggalan Promo Spesial BRI di Dekoruma belanja minimum Rp3.5 juta &amp; dapetin diskon 5% untuk dekorasi rumah aestheticmu.Berlaku hingga 31 Maret 2026. Cek disini: https://t.co/f2SsvAm11g #PromoMerchantBRI #Promoholic https://t.co/xnPxSUwieD,1936304925920969001,in,"{'label': 'neutral', 'score': 0.6648452281951904}",neutral,0.6648452281951904
2025-06-21 05:26:53+00:00,Analisis Saham #BBRI #ANTM #PTRO #GOTO #IPOCDIA #BUMI #SOCI #SMDR #HRTA #INDF #MBMA https://t.co/6bmKVdEhRe #IHSG (Konflik #Iran vs #Israel ) BBRI #BBCA #BMRI #AMMN https://t.co/cslcReZfFN #ctasaham #saham #IDXchannel #idx #rupiah #wallstreet #gold #oil #trump #FOMC #thefed https://t.co/utM338zAz2,1936294731505602607,in,"{'label': 'neutral', 'score': 0.9882656335830688}",neutral,0.9882656335830688
2025-06-21 01:48:15+00:00,@AaronDVankov @raymondchins goblokmu harga saham BBRI dan BMRI aja jeblok ke titik terendah lu pikir negeri ini baik2 saja? penerimaan pajak jeblok industri gulung tikar korupsi 1000 triliun gak diproses. Goblok luh!,1936239711124943028,in,"{'label': 'negative', 'score': 0.9993354678153992}",negative,0.9993354678153992
2025-06-21 01:22:35+00:00,@igoen_gundul @Srik4ndiMuslim2 saya masih setia sama bbri bismillah semoga nanti bener2 bisa meroket lagi,1936233250613342541,in,"{'label': 'positive', 'score': 0.9872451424598694}",positive,0.9872451424598694
2025-06-20 23:54:30+00:00,Harga saham $BBRI bergerak sesuai prediksi. https://t.co/wbsZ21FcZY,1936211085780304041,in,"{'label': 'neutral', 'score': 0.9977205395698547}",neutral,0.9977205395698547
2025-06-20 19:50:10+00:00,setelah itu 20% daripada penghasilan masuk saham bisa bbri dan sebagainya. itu klo gw sih ehe,1936149598604763316,in,"{'label': 'neutral', 'score': 0.7556657195091248}",neutral,0.7556657195091248
2025-06-20 19:08:37+00:00,@Srik4ndiMuslim2 Sekarang semua ambles BBRI ASII BMRI ancur,1936139140468465858,in,"{'label': 'negative', 'score': 0.991027295589447}",negative,0.991027295589447
2025-06-20 15:47:26+00:00,@sempol99 @valenttt____ Nah maksudnya mau bandingin udah bayar sejutaan tetep berita lo keng hong serok saham BBRI segini besarannya,1936088510127382673,in,"{'label': 'negative', 'score': 0.9923931360244751}",negative,0.9923931360244751
2025-06-20 11:03:06+00:00,@profesor_saham Investor bodoh &amp; malas sprti saya udah bener beli BBRI saja saya kemaren dpt profit dr dividen &amp; capital gain saya jual bbrp lot buat beli kambing kurban ehh... habis itu bearish. Alhamdulillah selamet... selamet...,1936016957092118631,in,"{'label': 'negative', 'score': 0.998904824256897}",negative,0.998904824256897
2025-06-20 10:33:58+00:00,@julianferi @profesor_saham Aku awal2 main saham juga ngikutin si Feli sih. Dan itu semua influencer nyaranin ke newbie buat beli saham big bank. Jd ya sampai skrg msh ada tuh BBRI di porto ,1936009624400150760,in,"{'label': 'positive', 'score': 0.4857044816017151}",positive,0.4857044816017151
2025-06-20 10:21:21+00:00,IHSG Ambles ke Level 6.900 Asing Catat Net Sell Rp1 25 Triliun BBRI Jadi Penekan Terbesar https://t.co/M5QYLTUN1L,1936006448800317631,in,"{'label': 'neutral', 'score': 0.9816084504127502}",neutral,0.9816084504127502
2025-06-20 09:39:43+00:00,Brutal juga big bank Siang diangkat Sore di smash Bola lambung $bbca $bbri https://t.co/AeQJww6RWy,1935995972750115301,in,"{'label': 'neutral', 'score': 0.9659446477890015}",neutral,0.9659446477890015
2025-06-20 09:15:55+00:00,@valenttt____ brpa harganya om beda kah sm yg terminal... soalny kuperhatiin emank oke dr awal bbri pas crash bloomberg bilang ke 4200 terus saham ENRG juga dispill sblm terbang arci juga konsenus analys rata2 di 700an,1935989981325271488,in,"{'label': 'neutral', 'score': 0.8320321440696716}",neutral,0.8320321440696716
2025-06-20 04:20:07+00:00,@Saham_fess Beli yang enak enak ADRO BBRI BBCA TLKM UNVR,1935915541283381657,in,"{'label': 'positive', 'score': 0.8276885151863098}",positive,0.8276885151863098
2025-06-20 04:03:05+00:00,IHSG Goyah Efek Raising Money IPO Besar Ada juga Bocoran soal BBRI https://t.co/72Ma3XRcXH,1935911257460052008,in,"{'label': 'neutral', 'score': 0.9983859062194824}",neutral,0.9983859062194824
2025-06-20 03:28:48+00:00, Saham BBRI Lagi Murah? Lo Kheng Hong bilang: BBRI itu bank kuat &amp; layak dikoleksi jangka panjang. Analisis lengkap soal valuasi PBV dan potensi cuan ada di sini https://t.co/TSb4F9L7JO #BBRI #Saham #Investasi #LoKhengHong #DaungroupMedia,1935902627776389240,in,"{'label': 'neutral', 'score': 0.5556931495666504}",neutral,0.5556931495666504
2025-06-20 02:48:46+00:00,@Saham_fess Baru jajan bbri (lagi),1935892552038986045,in,"{'label': 'neutral', 'score': 0.9842446446418762}",neutral,0.9842446446418762
2025-06-20 00:51:54+00:00,IHSG TECHNICAL VIEW (20/06) IHSG kemarin ditutup turun 1.96% disertai dengan net sell asing ~1.3 Tr. Saham yang paling banyak dijual asing adalah BBRI ANTM BMRI BBCA dan BBNI.,1935863141486997505,in,"{'label': 'neutral', 'score': 0.9910284876823425}",neutral,0.9910284876823425
2025-06-20 00:33:07+00:00,Saham BBRI Lagi Murah Ingat Kata Lo Kheng Hong https://t.co/6LWueGp9ZD,1935858415202430991,in,"{'label': 'neutral', 'score': 0.5999037623405457}",neutral,0.5999037623405457
2025-06-19 22:03:09+00:00,BERITA POPULER: IPO Perusahaan Prajogo Pangestu (CDIA) hingga Komentar Lo Kheng Hong Terkait BBRI https://t.co/DyffXCTMOh,1935820673462489244,in,"{'label': 'neutral', 'score': 0.9976922273635864}",neutral,0.9976922273635864
2025-06-19 19:22:42+00:00,Kalau BBCA 8.5784% jika reksa dana mengelola Rp 100 M setara dengan Rp 8.578.400.000 Dengan harga saat ini 8775 supaya sama harus membeli 977.593 lembar Tapi karena 1 lot = 100 maka dibulatkan menjadi 977.600 lembar atau 9.776 lot Demikian juga BBRI BMRI dan seterusnya,1935780298199081036,in,"{'label': 'neutral', 'score': 0.9967669248580933}",neutral,0.9967669248580933
2025-06-19 18:18:16+00:00, IHSG kembali longsor di bawah level 7.000. Rupiah melemah. #CTASaham #Breakingnews #Trending #Saham #IDX #BI #ANTM #BBCA #BBRI #BMRI #TheFed #FOMC #Sukubunga #PerangIranIsrael #VIPCTASaham #elliottwavectasaham #trading #trader #RTIbusiness #Emitennews #kontannews #HOTS #IPOT https://t.co/nJbwWCAlyG,1935764082067636425,in,"{'label': 'neutral', 'score': 0.9182602167129517}",neutral,0.9182602167129517
2025-06-19 16:43:00+00:00,@bunyihujyan Sedih bgt melihat saham BBRI ,1935740105052111370,in,"{'label': 'negative', 'score': 0.9979490637779236}",negative,0.9979490637779236
2025-06-19 14:41:08+00:00,@Saham_fess Waduh aku yg rd saham hrus nunggu besok pagi porto dominan bbri bmri bbca tlkm,1935709436741665228,in,"{'label': 'neutral', 'score': 0.9954615235328674}",neutral,0.9954615235328674
2025-06-19 13:38:07+00:00,@Saham_fess BBRI aja udah blue chip. Tinggal tidur aja.,1935693579323855319,in,"{'label': 'neutral', 'score': 0.8481635451316833}",neutral,0.8481635451316833
2025-06-19 13:17:11+00:00,@Saham_fess Kata kuncinya 5 tahun mungkin lebih tidak dipakai asumsi Uang Dingin . Berarti better masuk di saham sih top pick mungkin yang bisa dipertimbangkan adalah $BBCA $BMRI $BBTN $BBRI (Sektor perbankan). Diversifikasi ke sektor energi/komoditas saran CPO just pick any ,1935688313274581334,in,"{'label': 'neutral', 'score': 0.8751881718635559}",neutral,0.8751881718635559
2025-06-19 13:03:13+00:00,BBRI entry ke 2 box kuning bawah area 3450 an https://t.co/VkZk06VpFI,1935684795012649350,in,"{'label': 'neutral', 'score': 0.9984721541404724}",neutral,0.9984721541404724
2025-06-19 12:14:58+00:00,@leony_ip Aku kemaren udh buang bbni dividen cair hold dlu match di 4700an langsung buang. Lumayan dividen sama profitnya bisa buat najan lain. Skrg prnya mau avdown bmri sama bbri busuk bgt (tp dividennya oke sih kemaren),1935672654129942953,in,"{'label': 'negative', 'score': 0.6111735105514526}",negative,0.6111735105514526
2025-06-19 11:55:58+00:00,bbri 3800,1935667872317280365,in,"{'label': 'neutral', 'score': 0.9986716508865356}",neutral,0.9986716508865356
2025-06-19 10:53:49+00:00,@BigAlphaID BMRI BBRI kuu,1935652233968029835,in,"{'label': 'neutral', 'score': 0.5243735313415527}",neutral,0.5243735313415527
2025-06-19 09:32:13+00:00,@senimemancing @winstonms10 Mau coba belajar dong hu kalo menurut speedometer todei BBRI udah extreme fear (yah mungkin besok bentuk jarum ke ~3750 / udah fibo 0.382 Berarti yg ini harusnya udah ga valid yah? Semoga bbri bottoming retracement? Tapi ihsg msh banyk bolong dibawah hu ,1935631698450141449,in,"{'label': 'negative', 'score': 0.9847257733345032}",negative,0.9847257733345032
2025-06-19 07:40:25+00:00,Dividen dari BBRI di jajanin kopi,1935603561704169934,in,"{'label': 'neutral', 'score': 0.9983779191970825}",neutral,0.9983779191970825
2025-06-19 07:30:49+00:00,bbri bbca lagi turun pisan ih bingung ambil ga ya,1935601145004855714,in,"{'label': 'negative', 'score': 0.9932956099510193}",negative,0.9932956099510193
2025-06-19 06:26:43+00:00,BBRI $BBRI #BBRICIA kembali dibawah semua MA Day dan week dengan support 3450 dan support kuat di 3360 low kemarin waktu trading halt yang juga ma50 quartal dibawah ma50 Q BBRI menjadi downtrend karena sudah patah ma dinamis panjang https://t.co/8ORGv2AoVN,1935585015620161687,in,"{'label': 'neutral', 'score': 0.9875959157943726}",neutral,0.9875959157943726
2025-06-19 06:19:29+00:00,BBRI BMRI Cs Kenapa? https://t.co/c9k30tByjE via @InvestorID,1935583193538904424,in,"{'label': 'neutral', 'score': 0.9928643703460693}",neutral,0.9928643703460693
2025-06-19 05:21:14+00:00,#kafeinvestor #BBRI 3940 mulai masuk dalam gap 3960-3840‼️ what's next for BBRI https://t.co/BqWpTBbHP3,1935568534031179893,in,"{'label': 'neutral', 'score': 0.9910430908203125}",neutral,0.9910430908203125
2025-06-19 04:25:38+00:00,BBRI nya gaes masuk area entry 1 ini long ya timeframe nya https://t.co/Wa8LYOm3L3,1935554542181269563,in,"{'label': 'neutral', 'score': 0.9582987427711487}",neutral,0.9582987427711487
2025-06-19 03:49:31+00:00,Katanya Saham BBRI Lagi Begini https://t.co/oivVfPle72 via @InvestorID,1935545453237649590,in,"{'label': 'neutral', 'score': 0.9974139928817749}",neutral,0.9974139928817749
2025-06-19 03:26:35+00:00,@chenaboi bbri dah sampe tuh om borongg om https://t.co/AudCo1cydL,1935539681829208540,in,"{'label': 'negative', 'score': 0.5964213013648987}",negative,0.5964213013648987
2025-06-19 03:07:04+00:00,Indeks Bisnis-27 Dibuka Melemah Saham INKP ANTM hingga BBRI Kompak Merah https://t.co/FhfTdd1t7w,1935534770676797723,in,"{'label': 'neutral', 'score': 0.9971422553062439}",neutral,0.9971422553062439
2025-06-19 02:57:09+00:00,@Heraloebss Dih bego bukan di beliin BBRI sama BBCA.. ,1935532274646401312,in,"{'label': 'negative', 'score': 0.9987275004386902}",negative,0.9987275004386902
2025-06-19 02:20:29+00:00,Gap $BBRI hampir tertutup. Antri 3850 https://t.co/BIcTjSzJ2O,1935523045655069182,in,"{'label': 'neutral', 'score': 0.9967986345291138}",neutral,0.9967986345291138
2025-06-19 01:14:06+00:00,@aldotjahjadi8 Saya sangat kepo dengan pertanyaan pertama. Harga dan yield didapatkan sering didapat? Ini maksudnya yield dividen? saat trading halt yield $BBRI dan $BMRI itu di double digit. ketika seorang merasa ini tidak berpotensi bangkrut dan tmporary ini saat yg tepat. gitu mksudny?,1935506343114453037,in,"{'label': 'negative', 'score': 0.6966710686683655}",negative,0.6966710686683655
2025-06-19 01:13:34+00:00,@barang_antique Apabila masalahnya sementara harga dan yield menarik tidak ada masalah dengan perusahaan dan reputasinya tidak ada resiko kebangkrutan dan kesempatan 20 tahun tidak ada sekali. Maka saya akan menunggu sambil dibayar dengan dividen. Seperti saham BBRI. Semoga membantu.,1935506206870880671,in,"{'label': 'positive', 'score': 0.9162818789482117}",positive,0.9162818789482117
2025-06-19 00:57:02+00:00,Saat coba tak bandingin sama harga sama $BBCA &amp; $BBRI yang bisa saya lihat Saat suku bunga menurun (2016-2018) &amp; (2020-2021) harga saham cenderung konstan atau naik. Jadi apa penurunan pertumbuhan kredit tidak terlalu berpengaruh? https://t.co/S9mNRaxpnY,1935502045592830063,in,"{'label': 'positive', 'score': 0.7702645063400269}",positive,0.7702645063400269
2025-06-19 00:25:10+00:00,Saham BBRI Lagi Banyak Merah Lo Kheng Hong Bilang Begini https://t.co/KWvXcI7EEb,1935494026704159086,in,"{'label': 'neutral', 'score': 0.9408237934112549}",neutral,0.9408237934112549
2025-06-18 22:25:14+00:00,BERITA POPULER: Prediksi Harga Emas Terbaru hingga Lo Kheng Hong Buka-bukaan Soal BBRI https://t.co/IrBOZpYXGG,1935463843192348921,in,"{'label': 'neutral', 'score': 0.9979314804077148}",neutral,0.9979314804077148
2025-06-18 12:30:51+00:00,BBRI dikit lagi kena gap ini makin index koreksi makin cepet tutup gap area sampai 3840 entry nya https://t.co/RdSnrG5pCL,1935314263343776088,in,"{'label': 'neutral', 'score': 0.9935530424118042}",neutral,0.9935530424118042
2025-06-18 11:32:25+00:00,ini bbri knp sik,1935299557497446545,in,"{'label': 'neutral', 'score': 0.9958469271659851}",neutral,0.9958469271659851
2025-06-18 11:31:11+00:00,@stockmapping Setuju banget sih ini. Dalam 20 tahun terakhir yang konsisten naik mungkin cuma bbca bbri Sisanya ada yang setahun duarr tinggi nggak lama langsung buyar serasa saham siklus padahal bukan ,1935299247831982467,in,"{'label': 'negative', 'score': 0.7337796092033386}",negative,0.7337796092033386
2025-06-18 08:56:36+00:00,BREAKING NEWS! BI Menahan Suku Bunga &amp; Antisipasi FOMC Meeting View Saham #BBCA #BBRI #BMRI #CTASaham #Breakingnews #Trending #Saham #IDX #IHSG #BI #TheFed #FOMC #Sukubunga #Himbara #Finance #PerangIranIsrael #VIPCTASaham #Algoritmatradingctasaham #elliottwavectasaham #trading https://t.co/rhgAiPPSKW,1935260347507884300,in,"{'label': 'positive', 'score': 0.6445088982582092}",positive,0.6445088982582092
2025-06-18 08:42:36+00:00,Baru buka steam lg dan iseng instal tools inventory helper kaget gainnya lebih gede dr gain BBRI (dulu spend 8jtan) Hal lucu lucuan gini bisa jd investasi jg yah ternyata tau gitu 2022 all in skin cs daripada all in BBRI shm! https://t.co/lyYexjfW49,1935256824397324626,in,"{'label': 'positive', 'score': 0.5592565536499023}",positive,0.5592565536499023
2025-06-18 07:20:36+00:00,@Gieehad Bank kinerjanya stagnan / turun bang (kecuali BBCA dan NISP sama bank2 digital yg naek) BBRI BMRI BBNI kinerja turun semua,1935236186068709483,in,"{'label': 'negative', 'score': 0.7107956409454346}",negative,0.7107956409454346
2025-06-18 07:19:33+00:00,@Gieehad tapi di era uncertainty gini bigbanks lagi ga menarik yak bang? flow IHSG ke 2nd liners dan energi semua anw view BBRI ada insight bang?,1935235923672973407,in,"{'label': 'negative', 'score': 0.9163212776184082}",negative,0.9163212776184082
2025-06-18 06:41:54+00:00,@Ddarwin889 Pek mohon pencerahan sangkut bbri 4900 ,1935226446051688696,in,"{'label': 'neutral', 'score': 0.9986395239830017}",neutral,0.9986395239830017
2025-06-18 06:20:22+00:00,BBRI dah mau ke 3900 nich. nungguin ke 3300 lagi bisa ngga ya?,1935221027304620348,in,"{'label': 'neutral', 'score': 0.9769038558006287}",neutral,0.9769038558006287
2025-06-18 06:16:41+00:00,@profesor_saham Gua invest BBCA BBRI dan Emas. Enak bgt jir klo ngebayangin ,1935220099834953802,in,"{'label': 'positive', 'score': 0.4689885079860687}",positive,0.4689885079860687
2025-06-18 06:02:26+00:00,all in bbri bbca sama yg berbau tambang mineral mau all in btc or eth takut jeblok,1935216513604272591,in,"{'label': 'negative', 'score': 0.9900846481323242}",negative,0.9900846481323242
2025-06-18 05:25:08+00:00,BBRI BMRI Cs Turun Ada Apa? https://t.co/L2zlERCq0E,1935207126437146632,in,"{'label': 'neutral', 'score': 0.6478785872459412}",neutral,0.6478785872459412
2025-06-18 05:22:40+00:00,ini Bigbanks $BBCA $BBRI $BBNI pada kompak merah jelang Pengumuman BI Rate Hari Ini ...,1935206509669138796,in,"{'label': 'neutral', 'score': 0.9982062578201294}",neutral,0.9982062578201294
2025-06-18 05:20:24+00:00,Apakah ada asosiasi nyangkuters BBRI? Mau join,1935205935355756895,in,"{'label': 'neutral', 'score': 0.8767061233520508}",neutral,0.8767061233520508
2025-06-18 04:59:51+00:00,Bbca asii bmri bbri ggrm sisanya ke sbn dah tu masa tua tinggal ongkang2 kaki aja,1935200763917254975,in,"{'label': 'negative', 'score': 0.9899231791496277}",negative,0.9899231791496277
2025-06-18 04:53:12+00:00,Beli BBRI ,1935199093346943340,in,"{'label': 'neutral', 'score': 0.9767431616783142}",neutral,0.9767431616783142
2025-06-18 04:41:23+00:00,@profesor_saham saham bbri ,1935196119476355126,in,"{'label': 'neutral', 'score': 0.9984486103057861}",neutral,0.9984486103057861
2025-06-18 04:40:47+00:00,Beliin saham BBCA BBRI apapun Blu chip terus biarin aja,1935195967177003255,in,"{'label': 'negative', 'score': 0.5781641602516174}",negative,0.5781641602516174
2025-06-18 04:37:38+00:00,@profesor_saham Beliin saham BBRI BMRI BBNI BBCA UNTR PTBA PGEO BBTN ARCI ANTM INCO masing 1 trilyun,1935195175946699223,in,"{'label': 'neutral', 'score': 0.997988224029541}",neutral,0.997988224029541
2025-06-18 04:35:45+00:00,Beli BMRI BBRI dan BBCA langsung hidup jadi merbot aja buat akhiratnya,1935194700513952030,in,"{'label': 'neutral', 'score': 0.8039160966873169}",neutral,0.8039160966873169
2025-06-18 04:20:44+00:00,Kata Lo Kheng Hong soal Laba BBRI https://t.co/prdLOw5wG0 via @InvestorID,1935190922670784943,in,"{'label': 'neutral', 'score': 0.9985608458518982}",neutral,0.9985608458518982
2025-06-18 04:10:33+00:00,Keknya tahun ini nasib gw sama bbri emg cutloss terus,1935188358222983250,in,"{'label': 'negative', 'score': 0.9937748908996582}",negative,0.9937748908996582
2025-06-18 04:10:13+00:00,Kata Lo Kheng Hong soal Laba BBRI https://t.co/prdLOw4YQs,1935188275867623654,in,"{'label': 'neutral', 'score': 0.9790508151054382}",neutral,0.9790508151054382
2025-06-18 03:34:26+00:00,Forbes Global 2000 Nobatkan BRI Sebagai Perusahaan Publik Terbesar di Indonesia Tahun 2025... #bri #bbri #forbes #perusahaanpublik #IndonesiaOpen2025 https://t.co/A0x0AN1NHd https://t.co/8Zr5YzYT4O,1935179270239961390,in,"{'label': 'neutral', 'score': 0.9712210297584534}",neutral,0.9712210297584534
2025-06-18 03:13:33+00:00,Prospek Kredit Bank Danantara (BMRI BBRI BBNI) Hadapi Banjir Impor Hingga Otomotif Lesu https://t.co/VjcbJgYkkX,1935174015271977125,in,"{'label': 'neutral', 'score': 0.9893146753311157}",neutral,0.9893146753311157
2025-06-18 03:11:06+00:00,Jumbo Dividend Report of BBRI TLKM PTBA &amp; Other SOEs: Payout Ratios Climb in Danantara Era https://t.co/561qjovKPc,1935173397924954455,in,"{'label': 'neutral', 'score': 0.9976171851158142}",neutral,0.9976171851158142
2025-06-18 02:37:50+00:00,@profesor_saham Beli Saham BBri bbca BBni BMRi sama Bitcoin.. kali² hidup harus egois,1935165024487751973,in,"{'label': 'negative', 'score': 0.8012717962265015}",negative,0.8012717962265015
